kind,.pred_AI,.pred_class,is_correct,detector,native,name,model,document_id,prompt
AI,0.000182377,Human,No,HFOpenAI,NA,"Fake CS224N - GPT3, PE",GPT4,643,Elevate using technical
AI,0.00055988,Human,No,Crossplag,NA,Fake TOEFL - GPT4 - PE,GPT4,894,Enhance like native
AI,0.000100059,Human,No,GPTZero,NA,Fake TOEFL - GPT4 - PE,GPT4,271,Enhance like native
AI,0.000656477,Human,No,GPTZero,NA,"Fake CS224N - GPT3, PE",GPT4,437,Elevate using technical
AI,0.999583781,AI,Yes,Crossplag,NA,Fake CS224N - GPT3,GPT3,10,Plain
Human,0.000246103,Human,Yes,Crossplag,Yes,Real CS224N,Human,853,NA
AI,0.887165174,AI,Yes,GPTZero,NA,US 8th grade essay - GPT simplify,GPT4,250,Simplify like non-native
Human,0.00017913,Human,Yes,Crossplag,Yes,Real College Essays,Human,548,NA
AI,6.49E-07,Human,No,Sapling,NA,Fake TOEFL - GPT4 - PE,GPT4,404,Enhance like native
Human,0.078818899,Human,Yes,Sapling,Yes,US 8th grade essay,Human,188,NA
Human,0.023188406,Human,Yes,GPTZero,Yes,Real CS224N,Human,823,NA
AI,0.010462014,Human,No,Crossplag,NA,Fake College Essays - GPT3,GPT3,906,Plain
Human,0.399828941,Human,Yes,HFOpenAI,Yes,US 8th grade essay,Human,111,NA
AI,0.900023467,AI,Yes,GPTZero,NA,Fake TOEFL - GPT4 - PE,GPT4,321,Enhance like native
Human,0.725713372,AI,No,Quil,No,Real TOEFL,Human,196,NA
Human,0.003226221,Human,Yes,Quil,Yes,US 8th grade essay,Human,148,NA
AI,0.132154793,Human,No,OriginalityAI,NA,Fake TOEFL - GPT4 - PE,GPT4,911,Enhance like native
Human,0,Human,Yes,ZeroGPT,Yes,Real CS224N,Human,836,NA
AI,0.000214145,Human,No,HFOpenAI,NA,"Fake CS224N - GPT3, PE",GPT4,506,Elevate using technical
AI,0.000825156,Human,No,Crossplag,NA,Fake TOEFL - GPT4 - PE,GPT4,454,Enhance like native
AI,0.989304066,AI,Yes,OriginalityAI,NA,Fake CS224N - GPT3,GPT3,612,Plain
AI,3.02E-06,Human,No,Sapling,NA,Fake CS224N - GPT3,GPT3,586,Plain
AI,0.999787594,AI,Yes,Sapling,NA,US 8th grade essay - GPT simplify,GPT4,199,Simplify like non-native
AI,0.09774542,Human,No,Sapling,NA,US 8th grade essay - GPT simplify,GPT4,226,Simplify like non-native
Human,5.37E-05,Human,Yes,GPTZero,No,Real TOEFL,Human,910,NA
Human,0,Human,Yes,ZeroGPT,Yes,Real College Essays,Human,473,NA
AI,0.875,AI,Yes,ZeroGPT,NA,Fake CS224N - GPT3,GPT3,604,Plain
Human,0.000203757,Human,Yes,HFOpenAI,Yes,US 8th grade essay,Human,195,NA
AI,0.9472121,AI,Yes,HFOpenAI,NA,"Fake CS224N - GPT3, PE",GPT4,660,Elevate using technical
AI,0.999811828,AI,Yes,Quil,NA,"Fake CS224N - GPT3, PE",GPT4,679,Elevate using technical
AI,0.173548996,Human,No,HFOpenAI,NA,US 8th grade essay - GPT simplify,GPT4,229,Simplify like non-native
Human,1,AI,No,ZeroGPT,No,Real TOEFL,Human,351,NA
Human,0.204763651,Human,Yes,Quil,No,Real TOEFL,Human,924,NA
Human,0.714545228,AI,No,GPTZero,No,Real TOEFL,Human,332,NA
Human,0.000169282,Human,Yes,HFOpenAI,Yes,Real College Essays,Human,438,NA
AI,0.000100059,Human,No,GPTZero,NA,Fake CS224N - GPT3,GPT3,676,Plain
AI,0.000174577,Human,No,HFOpenAI,NA,Fake TOEFL - GPT4 - PE,GPT4,911,Enhance like native
Human,0.254105005,Human,Yes,OriginalityAI,Yes,Real College Essays,Human,904,NA
AI,0.003638278,Human,No,Crossplag,NA,"Fake CS224N - GPT3, PE",GPT4,695,Elevate using technical
AI,0,Human,No,ZeroGPT,NA,Fake TOEFL - GPT4 - PE,GPT4,308,Enhance like native
Human,7.05E-07,Human,Yes,Sapling,Yes,US 8th grade essay,Human,125,NA
AI,0.9999,AI,Yes,OriginalityAI,NA,US 8th grade essay - GPT simplify,GPT4,925,Simplify like non-native
AI,0.00017012,Human,No,HFOpenAI,NA,Fake CS224N - GPT3,GPT3,12,Plain
AI,0.999782622,AI,Yes,Quil,NA,US 8th grade essay - GPT simplify,GPT4,199,Simplify like non-native
AI,0.987139761,AI,Yes,OriginalityAI,NA,Fake CS224N - GPT3,GPT3,435,Plain
AI,0.027232656,Human,No,Crossplag,NA,US 8th grade essay - GPT simplify,GPT4,170,Simplify like non-native
Human,0.001217269,Human,Yes,Crossplag,Yes,Real College Essays,Human,405,NA
Human,5.14E-23,Human,Yes,GPTZero,Yes,US 8th grade essay,Human,165,NA
AI,6.43E-07,Human,No,Sapling,NA,US 8th grade essay - GPT simplify,GPT4,153,Simplify like non-native
AI,0.023933267,Human,No,HFOpenAI,NA,US 8th grade essay - GPT simplify,GPT4,170,Simplify like non-native
AI,0.000169085,Human,No,Crossplag,NA,Fake CS224N - GPT3,GPT3,12,Plain
AI,0.125,Human,No,ZeroGPT,NA,US 8th grade essay - GPT simplify,GPT4,105,Simplify like non-native
Human,0.245635086,Human,Yes,Sapling,Yes,US 8th grade essay,Human,174,NA
Human,0.706501305,AI,No,Quil,No,Real TOEFL,Human,62,NA
AI,0.000168893,Human,No,GPTZero,NA,US 8th grade essay - GPT simplify,GPT4,140,Simplify like non-native
Human,2.59E-13,Human,Yes,GPTZero,Yes,US 8th grade essay,Human,181,NA
Human,5.78E-09,Human,Yes,GPTZero,Yes,Real CS224N,Human,824,NA
AI,0.000172282,Human,No,HFOpenAI,NA,"Fake CS224N - GPT3, PE",GPT4,626,Elevate using technical
AI,0.000200539,Human,No,HFOpenAI,NA,Fake TOEFL - GPT4 - PE,GPT4,547,Enhance like native
Human,0.024353774,Human,Yes,OriginalityAI,Yes,Real CS224N,Human,775,NA
AI,0.000211689,Human,No,HFOpenAI,NA,"Fake CS224N - GPT3, PE",GPT4,690,Elevate using technical
Human,1.07E-10,Human,Yes,GPTZero,Yes,Real CS224N,Human,863,NA
Human,0.000180787,Human,Yes,OriginalityAI,Yes,Real CS224N,Human,757,NA
AI,0.006283932,Human,No,GPTZero,NA,Fake CS224N - GPT3,GPT3,584,Plain
AI,0,Human,No,ZeroGPT,NA,Fake TOEFL - GPT4 - PE,GPT4,258,Enhance like native
AI,0.000268161,Human,No,Quil,NA,"Fake CS224N - GPT3, PE",GPT4,716,Elevate using technical
Human,0.008381551,Human,Yes,OriginalityAI,No,Real TOEFL,Human,323,NA
AI,0,Human,No,ZeroGPT,NA,Fake CS224N - GPT3,GPT3,524,Plain
Human,0,Human,Yes,ZeroGPT,Yes,Real CS224N,Human,822,NA
AI,0.000176662,Human,No,HFOpenAI,NA,US 8th grade essay - GPT simplify,GPT4,121,Simplify like non-native
Human,0.999879759,AI,No,Sapling,No,Real TOEFL,Human,901,NA
AI,0.039061017,Human,No,Crossplag,NA,Fake CS224N - GPT3,GPT3,384,Plain
Human,0.168679908,Human,Yes,Crossplag,No,Real TOEFL,Human,352,NA
Human,0.625,AI,No,ZeroGPT,No,Real TOEFL,Human,70,NA
Human,0.000264833,Human,Yes,OriginalityAI,Yes,Real College Essays,Human,407,NA
Human,1.47E-05,Human,Yes,GPTZero,Yes,Real CS224N,Human,758,NA
AI,0.125,Human,No,ZeroGPT,NA,Fake TOEFL - GPT4 - PE,GPT4,912,Enhance like native
AI,0.000100059,Human,No,GPTZero,NA,Fake CS224N - GPT3,GPT3,482,Plain
Human,0.70720911,AI,No,OriginalityAI,Yes,Real CS224N,Human,737,NA
AI,0.999815524,AI,Yes,Quil,NA,Fake College Essays - GPT3,GPT3,422,Plain
Human,4.70E-18,Human,Yes,GPTZero,Yes,US 8th grade essay,Human,889,NA
Human,0.336508521,Human,Yes,OriginalityAI,Yes,Real College Essays,Human,289,NA
Human,0.000909382,Human,Yes,OriginalityAI,Yes,Real CS224N,Human,763,NA
AI,9.32E-07,Human,No,Sapling,NA,"Fake CS224N - GPT3, PE",GPT4,555,Elevate using technical
Human,0.585030496,AI,No,Crossplag,No,Real TOEFL,Human,329,NA
Human,0.00025953,Human,Yes,Crossplag,Yes,Real CS224N,Human,812,NA
AI,0.98796463,AI,Yes,OriginalityAI,NA,Fake College Essays - GPT3,GPT3,541,Plain
AI,0.000600576,Human,No,Quil,NA,Fake CS224N - GPT3,GPT3,22,Plain
Human,0.062309836,Human,Yes,Sapling,No,Real TOEFL,Human,259,NA
AI,0.244730198,Human,No,GPTZero,NA,US 8th grade essay - GPT simplify,GPT4,120,Simplify like non-native
Human,0.000280726,Human,Yes,HFOpenAI,Yes,Real CS224N,Human,877,NA
AI,0.9735,AI,Yes,OriginalityAI,NA,US 8th grade essay - GPT simplify,GPT4,198,Simplify like non-native
Human,0.0063337,Human,Yes,HFOpenAI,No,Real TOEFL,Human,75,NA
AI,0.002554171,Human,No,Crossplag,NA,Fake TOEFL - GPT4 - PE,GPT4,265,Enhance like native
Human,0.836604893,AI,No,Crossplag,Yes,US 8th grade essay,Human,146,NA
AI,0.087609686,Human,No,Crossplag,NA,Fake CS224N - GPT3,GPT3,708,Plain
Human,0.00407103,Human,Yes,HFOpenAI,Yes,US 8th grade essay,Human,448,NA
AI,0.999818504,AI,Yes,Quil,NA,Fake College Essays - GPT3,GPT3,416,Plain
Human,2.34E-20,Human,Yes,GPTZero,Yes,US 8th grade essay,Human,79,NA
Human,0,Human,Yes,ZeroGPT,Yes,Real CS224N,Human,878,NA
AI,0.914748249,AI,Yes,GPTZero,NA,Fake College Essays - GPT3,GPT3,892,Plain
Human,0.014373109,Human,Yes,GPTZero,No,Real TOEFL,Human,55,NA
Human,0.001725572,Human,Yes,OriginalityAI,Yes,Real CS224N,Human,791,NA
Human,0.000100059,Human,Yes,GPTZero,Yes,Real CS224N,Human,881,NA
AI,0.999728382,AI,Yes,Quil,NA,US 8th grade essay - GPT simplify,GPT4,96,Simplify like non-native
AI,0.999191225,AI,Yes,HFOpenAI,NA,Fake College Essays - GPT3,GPT3,315,Plain
AI,1,AI,Yes,OriginalityAI,NA,US 8th grade essay - GPT simplify,GPT4,162,Simplify like non-native
AI,0.007379784,Human,No,HFOpenAI,NA,"Fake CS224N - GPT3, PE",GPT4,527,Elevate using technical
Human,2.80E-06,Human,Yes,Sapling,Yes,Real College Essays,Human,438,NA
AI,0.999822557,AI,Yes,Quil,NA,Fake CS224N - GPT3,GPT3,494,Plain
AI,0.007591187,Human,No,Crossplag,NA,Fake TOEFL - GPT4 - PE,GPT4,309,Enhance like native
AI,0.00022398,Human,No,Crossplag,NA,"Fake CS224N - GPT3, PE",GPT4,506,Elevate using technical
Human,2.00E-04,Human,Yes,OriginalityAI,Yes,US 8th grade essay,Human,180,NA
Human,0.999560773,AI,No,Quil,No,Real TOEFL,Human,544,NA
AI,0.797355056,AI,Yes,Crossplag,NA,"Fake CS224N - GPT3, PE",GPT4,721,Elevate using technical
Human,0.125,Human,Yes,ZeroGPT,No,Real TOEFL,Human,924,NA
AI,0.403921962,Human,No,Crossplag,NA,Fake TOEFL - GPT4 - PE,GPT4,379,Enhance like native
AI,0.995676935,AI,Yes,OriginalityAI,NA,Fake CS224N - GPT3,GPT3,31,Plain
Human,0.000250889,Human,Yes,HFOpenAI,Yes,Real CS224N,Human,861,NA
AI,0.034757875,Human,No,HFOpenAI,NA,Fake CS224N - GPT3,GPT3,617,Plain
AI,0.994769752,AI,Yes,Crossplag,NA,Fake College Essays - GPT3,GPT3,541,Plain
AI,0.000709349,Human,No,Crossplag,NA,"Fake CS224N - GPT3, PE",GPT4,481,Elevate using technical
AI,0.385476947,Human,No,Crossplag,NA,US 8th grade essay - GPT simplify,GPT4,236,Simplify like non-native
Human,0.000461583,Human,Yes,Crossplag,Yes,US 8th grade essay,Human,177,NA
AI,0.00018465,Human,No,HFOpenAI,NA,"Fake CS224N - GPT3, PE",GPT4,645,Elevate using technical
AI,1.47E-05,Human,No,GPTZero,NA,"Fake CS224N - GPT3, PE",GPT4,665,Elevate using technical
AI,8.67E-06,Human,No,Sapling,NA,Fake CS224N - GPT3,GPT3,464,Plain
Human,7.59E-07,Human,Yes,Sapling,Yes,US 8th grade essay,Human,195,NA
AI,0,Human,No,ZeroGPT,NA,"Fake CS224N - GPT3, PE",GPT4,697,Elevate using technical
AI,0.99999947,AI,Yes,Sapling,NA,Fake CS224N - GPT3,GPT3,462,Plain
Human,0.000244475,Human,Yes,Crossplag,Yes,Real CS224N,Human,809,NA
AI,1.47E-05,Human,No,GPTZero,NA,"Fake CS224N - GPT3, PE",GPT4,699,Elevate using technical
AI,0.999982761,AI,Yes,Sapling,NA,US 8th grade essay - GPT simplify,GPT4,83,Simplify like non-native
AI,0.933832109,AI,Yes,OriginalityAI,NA,"Fake CS224N - GPT3, PE",GPT4,696,Elevate using technical
AI,2.12E-06,Human,No,GPTZero,NA,Fake TOEFL - GPT4 - PE,GPT4,317,Enhance like native
Human,0.637172818,AI,No,Quil,No,Real TOEFL,Human,263,NA
AI,0.000100059,Human,No,GPTZero,NA,"Fake CS224N - GPT3, PE",GPT4,481,Elevate using technical
Human,8.66E-07,Human,Yes,Sapling,Yes,US 8th grade essay,Human,210,NA
AI,0.9994,AI,Yes,OriginalityAI,NA,US 8th grade essay - GPT simplify,GPT4,138,Simplify like non-native
AI,0.017956823,Human,No,Crossplag,NA,Fake CS224N - GPT3,GPT3,524,Plain
AI,0.005327612,Human,No,OriginalityAI,NA,"Fake CS224N - GPT3, PE",GPT4,613,Elevate using technical
AI,5.37E-05,Human,No,GPTZero,NA,Fake TOEFL - GPT4 - PE,GPT4,404,Enhance like native
AI,0.25,Human,No,ZeroGPT,NA,Fake TOEFL - GPT4 - PE,GPT4,376,Enhance like native
Human,0.000177711,Human,Yes,HFOpenAI,Yes,Real College Essays,Human,50,NA
AI,0.760402243,AI,Yes,GPTZero,NA,US 8th grade essay - GPT simplify,GPT4,138,Simplify like non-native
AI,0.999999603,AI,Yes,Sapling,NA,Fake CS224N - GPT3,GPT3,670,Plain
Human,3.56E-21,Human,Yes,GPTZero,Yes,US 8th grade essay,Human,188,NA
Human,0.000169577,Human,Yes,Crossplag,Yes,Real CS224N,Human,752,NA
AI,6.02E-07,Human,No,Sapling,NA,"Fake CS224N - GPT3, PE",GPT4,709,Elevate using technical
AI,6.22E-07,Human,No,Sapling,NA,"Fake CS224N - GPT3, PE",GPT4,616,Elevate using technical
AI,0.781292677,AI,Yes,Crossplag,NA,US 8th grade essay - GPT simplify,GPT4,250,Simplify like non-native
AI,0.975685835,AI,Yes,HFOpenAI,NA,US 8th grade essay - GPT simplify,GPT4,53,Simplify like non-native
AI,0.000189173,Human,No,Crossplag,NA,"Fake CS224N - GPT3, PE",GPT4,674,Elevate using technical
AI,0.030457124,Human,No,Crossplag,NA,Fake CS224N - GPT3,GPT3,587,Plain
AI,0.923527062,AI,Yes,OriginalityAI,NA,Fake CS224N - GPT3,GPT3,21,Plain
AI,0.116573252,Human,No,Crossplag,NA,"Fake CS224N - GPT3, PE",GPT4,558,Elevate using technical
Human,1.00E-04,Human,Yes,OriginalityAI,Yes,US 8th grade essay,Human,916,NA
Human,0.139668956,Human,Yes,OriginalityAI,Yes,Real CS224N,Human,875,NA
Human,0.999822557,AI,No,Quil,No,Real TOEFL,Human,55,NA
AI,0.999999134,AI,Yes,Sapling,NA,Fake CS224N - GPT3,GPT3,615,Plain
Human,0.081450708,Human,Yes,HFOpenAI,No,Real TOEFL,Human,76,NA
AI,0.999800265,AI,Yes,Quil,NA,"Fake CS224N - GPT3, PE",GPT4,644,Elevate using technical
AI,0.000100059,Human,No,GPTZero,NA,Fake TOEFL - GPT4 - PE,GPT4,255,Enhance like native
AI,1,AI,Yes,ZeroGPT,NA,US 8th grade essay - GPT simplify,GPT4,102,Simplify like non-native
Human,0.125,Human,Yes,ZeroGPT,Yes,US 8th grade essay,Human,86,NA
Human,4.19E-08,Human,Yes,GPTZero,Yes,Real CS224N,Human,825,NA
Human,0.863443673,AI,No,HFOpenAI,No,Real TOEFL,Human,216,NA
Human,0.900023467,AI,No,GPTZero,No,Real TOEFL,Human,544,NA
Human,1.47E-05,Human,Yes,GPTZero,Yes,Real CS224N,Human,795,NA
Human,0.130510151,Human,Yes,HFOpenAI,Yes,Real CS224N,Human,842,NA
Human,7.94E-07,Human,Yes,Sapling,Yes,Real College Essays,Human,395,NA
AI,0.000515472,Human,No,OriginalityAI,NA,Fake CS224N - GPT3,GPT3,610,Plain
AI,0.143245608,Human,No,Crossplag,NA,Fake TOEFL - GPT4 - PE,GPT4,305,Enhance like native
AI,1.03E-06,Human,No,Sapling,NA,Fake TOEFL - GPT4 - PE,GPT4,208,Enhance like native
Human,1,AI,No,ZeroGPT,No,Real TOEFL,Human,350,NA
AI,0.068387941,Human,No,OriginalityAI,NA,Fake CS224N - GPT3,GPT3,565,Plain
Human,0.007363926,Human,Yes,HFOpenAI,Yes,US 8th grade essay,Human,237,NA
Human,0.000181419,Human,Yes,HFOpenAI,Yes,Real College Essays,Human,218,NA
Human,0.255219915,Human,Yes,Sapling,Yes,US 8th grade essay,Human,101,NA
AI,0,Human,No,ZeroGPT,NA,"Fake CS224N - GPT3, PE",GPT4,477,Elevate using technical
Human,2.12E-06,Human,Yes,GPTZero,Yes,Real CS224N,Human,770,NA
Human,0.000199422,Human,Yes,Sapling,Yes,Real College Essays,Human,47,NA
AI,0.006283932,Human,No,GPTZero,NA,Fake TOEFL - GPT4 - PE,GPT4,265,Enhance like native
AI,0.001681393,Human,No,HFOpenAI,NA,Fake TOEFL - GPT4 - PE,GPT4,255,Enhance like native
Human,0.007390998,Human,Yes,OriginalityAI,No,Real TOEFL,Human,900,NA
AI,0.000447929,Human,No,Quil,NA,"Fake CS224N - GPT3, PE",GPT4,680,Elevate using technical
AI,0.5,Human,No,ZeroGPT,NA,Fake CS224N - GPT3,GPT3,684,Plain
AI,0.875,AI,Yes,ZeroGPT,NA,US 8th grade essay - GPT simplify,GPT4,238,Simplify like non-native
AI,0.014261715,Human,No,HFOpenAI,NA,"Fake CS224N - GPT3, PE",GPT4,677,Elevate using technical
Human,0.000359281,Human,Yes,OriginalityAI,Yes,Real CS224N,Human,802,NA
Human,0.9244681,AI,No,Crossplag,No,Real TOEFL,Human,403,NA
AI,0.000100059,Human,No,GPTZero,NA,"Fake CS224N - GPT3, PE",GPT4,645,Elevate using technical
AI,0.01552318,Human,No,OriginalityAI,NA,"Fake CS224N - GPT3, PE",GPT4,645,Elevate using technical
AI,0.999827206,AI,Yes,Quil,NA,Fake CS224N - GPT3,GPT3,442,Plain
Human,1.57E-06,Human,Yes,Sapling,Yes,US 8th grade essay,Human,889,NA
Human,5.78E-09,Human,Yes,GPTZero,Yes,Real CS224N,Human,812,NA
AI,0,Human,No,ZeroGPT,NA,"Fake CS224N - GPT3, PE",GPT4,496,Elevate using technical
AI,8.25E-07,Human,No,Sapling,NA,"Fake CS224N - GPT3, PE",GPT4,674,Elevate using technical
AI,3.87E-05,Human,No,Sapling,NA,"Fake CS224N - GPT3, PE",GPT4,582,Elevate using technical
AI,0.006597459,Human,No,Quil,NA,Fake TOEFL - GPT4 - PE,GPT4,303,Enhance like native
Human,0.000656477,Human,Yes,GPTZero,No,Real TOEFL,Human,460,NA
Human,0.000300431,Human,Yes,Crossplag,Yes,Real CS224N,Human,771,NA
AI,0.023897415,Human,No,HFOpenAI,NA,Fake CS224N - GPT3,GPT3,630,Plain
Human,0.001274764,Human,Yes,OriginalityAI,Yes,Real College Essays,Human,290,NA
AI,6.26E-07,Human,No,Sapling,NA,"Fake CS224N - GPT3, PE",GPT4,581,Elevate using technical
AI,0.286738306,Human,No,Crossplag,NA,Fake TOEFL - GPT4 - PE,GPT4,372,Enhance like native
Human,0.000599719,Human,Yes,Crossplag,Yes,US 8th grade essay,Human,117,NA
AI,5.04E-07,Human,No,Sapling,NA,Fake TOEFL - GPT4 - PE,GPT4,258,Enhance like native
AI,0.031414717,Human,No,OriginalityAI,NA,Fake TOEFL - GPT4 - PE,GPT4,451,Enhance like native
Human,0.000411928,Human,Yes,Quil,Yes,US 8th grade essay,Human,180,NA
AI,0.162289158,Human,No,Crossplag,NA,Fake TOEFL - GPT4 - PE,GPT4,253,Enhance like native
AI,0.375,Human,No,ZeroGPT,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,63,Elevate using literary
AI,0.845573902,AI,Yes,Quil,NA,Fake CS224N - GPT3,GPT3,15,Plain
AI,0.000100059,Human,No,GPTZero,NA,"Fake CS224N - GPT3, PE",GPT4,653,Elevate using technical
Human,0,Human,Yes,ZeroGPT,Yes,Real CS224N,Human,783,NA
AI,0.000189285,Human,No,HFOpenAI,NA,"Fake CS224N - GPT3, PE",GPT4,443,Elevate using technical
AI,0.75,AI,Yes,ZeroGPT,NA,US 8th grade essay - GPT simplify,GPT4,114,Simplify like non-native
AI,0.000170973,Human,No,HFOpenAI,NA,"Fake CS224N - GPT3, PE",GPT4,681,Elevate using technical
Human,0.125,Human,Yes,ZeroGPT,Yes,US 8th grade essay,Human,889,NA
AI,0.990497935,AI,Yes,Sapling,NA,Fake CS224N - GPT3,GPT3,478,Plain
Human,0.991041124,AI,No,Crossplag,No,Real TOEFL,Human,249,NA
AI,0.000458235,Human,No,Crossplag,NA,Fake CS224N - GPT3,GPT3,23,Plain
AI,0.999992535,AI,Yes,Sapling,NA,Fake TOEFL - GPT4 - PE,GPT4,367,Enhance like native
Human,2.45E-13,Human,Yes,GPTZero,Yes,Real College Essays,Human,904,NA
AI,0.000124399,Human,No,Sapling,NA,US 8th grade essay - GPT simplify,GPT4,113,Simplify like non-native
AI,1.47E-05,Human,No,GPTZero,NA,Fake TOEFL - GPT4 - PE,GPT4,308,Enhance like native
AI,0.88425231,AI,Yes,OriginalityAI,NA,Fake TOEFL - GPT4 - PE,GPT4,56,Enhance like native
Human,0.0023,Human,Yes,OriginalityAI,Yes,US 8th grade essay,Human,887,NA
AI,0.999999217,AI,Yes,Sapling,NA,Fake CS224N - GPT3,GPT3,16,Plain
Human,0.999999474,AI,No,Sapling,No,Real TOEFL,Human,264,NA
AI,1.61E-05,Human,No,Sapling,NA,Fake TOEFL - GPT4 - PE,GPT4,282,Enhance like native
AI,0.999999152,AI,Yes,Sapling,NA,Fake CS224N - GPT3,GPT3,637,Plain
Human,0.99999202,AI,No,Sapling,No,Real TOEFL,Human,249,NA
Human,6.79E-07,Human,Yes,Sapling,Yes,Real College Essays,Human,46,NA
AI,0.5,Human,No,ZeroGPT,NA,Fake TOEFL - GPT4 - PE,GPT4,914,Enhance like native
Human,3.56E-21,Human,Yes,GPTZero,Yes,Real College Essays,Human,549,NA
AI,0,Human,No,ZeroGPT,NA,US 8th grade essay - GPT simplify,GPT4,109,Simplify like non-native
Human,0.999257743,AI,No,Quil,No,Real TOEFL,Human,495,NA
AI,0.000318281,Human,No,Crossplag,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,474,Elevate using literary
AI,0.999818504,AI,Yes,HFOpenAI,NA,Fake College Essays - GPT3,GPT3,416,Plain
AI,1.47E-05,Human,No,GPTZero,NA,"Fake CS224N - GPT3, PE",GPT4,707,Elevate using technical
AI,0.011415261,Human,No,Crossplag,NA,Fake TOEFL - GPT4 - PE,GPT4,321,Enhance like native
AI,0.9989,AI,Yes,OriginalityAI,NA,US 8th grade essay - GPT simplify,GPT4,251,Simplify like non-native
Human,0,Human,Yes,ZeroGPT,Yes,Real CS224N,Human,762,NA
Human,0.067885065,Human,Yes,GPTZero,No,Real TOEFL,Human,542,NA
AI,0.095112838,Human,No,OriginalityAI,NA,Fake TOEFL - GPT4 - PE,GPT4,404,Enhance like native
AI,0.000179357,Human,No,HFOpenAI,NA,Fake TOEFL - GPT4 - PE,GPT4,488,Enhance like native
AI,0.000110514,Human,No,OriginalityAI,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,732,Elevate using literary
Human,8.71E-07,Human,Yes,Sapling,Yes,Real College Essays,Human,281,NA
Human,0.000100059,Human,Yes,GPTZero,Yes,Real CS224N,Human,779,NA
Human,0.000182437,Human,Yes,HFOpenAI,Yes,Real CS224N,Human,864,NA
AI,0.000201285,Human,No,Quil,NA,"Fake CS224N - GPT3, PE",GPT4,500,Elevate using technical
AI,0.000285566,Human,No,Quil,NA,Fake CS224N - GPT3,GPT3,704,Plain
AI,0.000268065,Human,No,HFOpenAI,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,63,Elevate using literary
Human,0.787392199,AI,No,Quil,Yes,US 8th grade essay,Human,190,NA
AI,0.001083149,Human,No,GPTZero,NA,US 8th grade essay - GPT simplify,GPT4,95,Simplify like non-native
Human,0.000171306,Human,Yes,HFOpenAI,Yes,Real College Essays,Human,224,NA
Human,0.648928583,AI,No,Crossplag,No,Real TOEFL,Human,216,NA
AI,0.003407352,Human,No,OriginalityAI,NA,Fake TOEFL - GPT4 - PE,GPT4,255,Enhance like native
Human,0.617642879,AI,No,Quil,No,Real TOEFL,Human,307,NA
Human,0.273608536,Human,Yes,HFOpenAI,Yes,Real CS224N,Human,766,NA
AI,0.000835567,Human,No,OriginalityAI,NA,Fake CS224N - GPT3,GPT3,662,Plain
AI,0.017714024,Human,No,Crossplag,NA,"Fake CS224N - GPT3, PE",GPT4,624,Elevate using technical
AI,4.89E-07,Human,No,Sapling,NA,"Fake CS224N - GPT3, PE",GPT4,707,Elevate using technical
Human,2.28E-36,Human,Yes,GPTZero,Yes,Real College Essays,Human,424,NA
Human,0.033264112,Human,Yes,Crossplag,Yes,Real CS224N,Human,792,NA
AI,0.007891619,Human,No,Crossplag,NA,Fake CS224N - GPT3,GPT3,627,Plain
Human,0.000261989,Human,Yes,HFOpenAI,Yes,US 8th grade essay,Human,101,NA
AI,0.444721401,Human,No,Quil,NA,"Fake CS224N - GPT3, PE",GPT4,667,Elevate using technical
AI,0.003487384,Human,No,Sapling,NA,"Fake CS224N - GPT3, PE",GPT4,559,Elevate using technical
AI,0.7488603,AI,Yes,HFOpenAI,NA,"Fake CS224N - GPT3, PE",GPT4,553,Elevate using technical
Human,3.10E-29,Human,Yes,GPTZero,Yes,Real College Essays,Human,417,NA
Human,0.000311648,Human,Yes,OriginalityAI,Yes,Real CS224N,Human,753,NA
Human,1.47E-05,Human,Yes,GPTZero,Yes,Real CS224N,Human,737,NA
AI,4.84E-05,Human,No,OriginalityAI,NA,Fake College Essays - GPT3 Prompt Engineered,GPT3,383,Elevate using literary
Human,0.125,Human,Yes,ZeroGPT,Yes,US 8th grade essay,Human,146,NA
Human,1.47E-05,Human,Yes,GPTZero,Yes,Real CS224N,Human,858,NA
AI,0,Human,No,ZeroGPT,NA,Fake TOEFL - GPT4 - PE,GPT4,254,Enhance like native
AI,5.72E-07,Human,No,Sapling,NA,Fake TOEFL - GPT4 - PE,GPT4,279,Enhance like native
Human,0,Human,Yes,ZeroGPT,Yes,Real CS224N,Human,832,NA
AI,0.125,Human,No,ZeroGPT,NA,Fake CS224N - GPT3,GPT3,689,Plain
AI,0.991339147,AI,Yes,Quil,NA,"Fake CS224N - GPT3, PE",GPT4,921,Elevate using technical
Human,0.000188649,Human,Yes,Quil,Yes,Real College Essays,Human,219,NA
AI,0.855914295,AI,Yes,Crossplag,NA,US 8th grade essay - GPT simplify,GPT4,251,Simplify like non-native
AI,0.210021138,Human,No,OriginalityAI,NA,"Fake CS224N - GPT3, PE",GPT4,711,Elevate using technical
AI,0.845207989,AI,Yes,HFOpenAI,NA,Fake CS224N - GPT3,GPT3,687,Plain
AI,0.006963236,Human,No,Sapling,NA,"Fake CS224N - GPT3, PE",GPT4,698,Elevate using technical
